序号,土壤温度,土壤湿度,PH值,空气温度,空气湿度,光照强度,二氧化碳,氮,麟,钾
3991,,,,4.3,99.0,0,553,8,24,28
3992,9.6,21.5,6.6,4.4,99.7,0,592,8,23,27
3993,9.5,21.5,6.6,5.3,99.9,0,603,8,24,28
3994,9.6,21.7,6.6,5.7,99.9,0,659,8,24,28
3995,,,,5.8,99.9,0,750,8,24,28
3996,9.6,21.7,6.6,6.1,99.9,0,600,8,24,28
3997,9.8,21.7,6.6,6.4,99.9,129,565,8,24,28
3998,9.8,21.9,6.6,6.6,99.9,193,532,8,24,28
3999,10.0,21.9,6.6,7.0,99.9,322,516,8,24,28
4000,10.1,22.0,6.6,7.3,99.9,516,485,8,24,28
4001,10.2,21.9,6.5,7.6,99.9,645,443,8,24,28
4002,10.3,22.0,6.6,8.1,99.9,709,427,8,24,28
4003,10.5,22.1,6.6,8.9,99.4,838,426,8,24,29
4004,10.8,22.1,6.5,10.6,99.9,1225,515,8,24,29
4005,11.2,22.1,6.6,11.5,99.9,1290,472,8,25,29
4006,11.8,22.4,6.6,12.6,99.9,1354,457,8,25,29
4007,,,,15.0,99.9,1354,470,7,25,30
4008,,,,15.5,99.9,1354,475,7,26,31
4009,13.7,22.9,6.5,15.9,99.9,1354,452,7,25,30
4010,14.2,22.8,6.5,16.8,99.9,1419,486,7,26,31
4011,14.5,23.0,6.5,15.7,98.5,1198,447,7,27,32
4012,14.9,22.8,6.5,15.7,97.3,1290,442,7,27,32
4013,15.1,22.7,6.5,15.5,97.2,1096,444,7,27,32
4014,15.2,22.6,6.6,15.2,97.1,967,455,7,27,32
4015,15.3,22.7,6.5,14.5,97.6,580,479,7,27,32
4016,15.2,22.4,6.5,13.7,96.3,322,456,7,27,32
4017,15.0,22.3,6.6,12.8,98.3,193,508,7,27,32
4018,14.8,22.1,6.6,11.7,99.3,64,585,7,26,32
4019,14.1,21.9,6.6,10.4,99.9,0,523,7,26,31
4020,13.9,21.9,6.6,9.8,99.6,0,453,7,26,30
4021,13.6,21.9,6.6,9.5,99.6,0,430,7,26,31
4022,13.1,21.7,6.5,9.1,99.8,0,468,7,25,30
4023,12.9,21.9,6.6,8.7,99.9,0,451,8,25,30
4024,12.9,21.9,6.6,8.3,99.6,0,479,8,25,30
4025,12.5,21.7,6.6,8.3,99.9,0,463,8,25,30
4026,12.3,21.9,6.6,7.8,99.9,0,487,8,25,29
4027,,,,7.6,99.9,0,517,8,25,29
4028,12.1,21.8,6.6,7.3,99.7,0,509,8,24,29
4029,11.2,21.7,6.6,7.2,99.9,0,555,8,25,29
4030,11.7,21.6,6.6,7.1,99.9,0,500,8,25,29
4031,11.6,21.7,6.6,7.0,99.9,0,538,8,25,29
4032,11.5,21.6,6.6,6.7,99.8,0,548,8,24,29
4033,11.5,21.6,6.6,6.4,99.5,0,515,8,24,29
4034,11.3,21.7,6.6,6.4,99.8,0,554,8,24,29
4035,,,,6.1,99.7,0,492,8,24,29
4036,11.0,21.7,6.6,5.7,99.6,0,524,8,24,29
4037,10.8,21.7,6.6,5.6,99.8,0,499,8,24,28
4038,10.8,21.7,6.6,5.5,99.7,0,495,8,24,28
4039,,,,5.4,99.6,64,492,8,24,28
4040,10.6,21.7,6.5,6.1,99.9,193,508,8,24,28
4041,10.6,21.9,6.6,6.9,99.9,451,491,8,24,28
4042,10.8,22.0,6.6,8.1,99.9,709,488,8,24,29
4043,11.1,22.1,6.4,9.6,99.9,967,466,8,24,29
4044,,,,10.4,99.9,967,459,8,25,29
4045,,,,12.3,98.3,1032,435,8,25,29
4046,12.3,22.1,6.5,11.8,98.0,838,419,8,25,30
4047,,,,12.3,98.9,903,443,8,25,30
4048,12.7,22.4,6.6,13.1,97.8,1161,442,7,25,30
4049,,,,13.9,95.4,1290,431,7,26,30
4050,13.5,22.4,6.5,14.2,97.1,1419,434,7,26,31
4051,13.9,22.6,6.5,15.3,92.5,1677,429,7,26,31
4052,14.5,22.7,6.5,15.7,91.0,1483,412,7,26,31
4053,14.8,22.6,6.4,15.7,88.0,1161,407,7,26,31
4054,15.0,22.5,6.5,15.4,85.7,903,403,7,26,31
4055,14.9,22.4,6.5,14.8,87.5,580,412,7,26,31
4056,14.9,22.3,6.6,14.5,88.9,322,406,7,26,31
4057,14.8,22.2,6.6,13.8,93.8,322,416,7,26,31
4058,,,,14.2,96.2,838,435,7,26,31
4059,,,,13.5,96.8,322,485,7,26,31
4060,14.8,22.1,6.6,12.9,98.4,322,578,7,26,31
4061,14.9,22.0,6.6,12.3,99.0,129,700,7,26,31
4062,,,,11.2,98.8,0,565,7,26,31
4063,14.5,21.9,6.6,11.2,99.8,0,640,7,26,31
4064,14.3,21.9,6.6,11.4,99.6,0,598,7,26,30
4065,14.2,21.9,6.6,11.4,99.5,0,634,7,26,31
4066,14.1,21.9,6.6,11.4,99.5,0,577,7,26,31
4067,14.1,21.9,6.6,11.3,99.2,0,585,7,26,30
4068,14.1,21.9,6.6,11.2,98.9,0,614,7,26,30
4069,14.0,21.9,6.5,10.6,99.7,0,589,7,25,30
4070,13.8,21.7,6.6,10.5,99.7,0,512,7,26,30
4071,13.7,21.9,6.6,10.4,99.9,0,629,7,25,30
4072,13.6,21.8,6.6,10.1,99.9,0,626,7,25,30
4073,12.9,21.6,6.6,9.7,99.8,0,492,8,25,30
4074,13.4,21.7,6.6,9.6,99.8,0,517,8,25,30
4075,13.3,21.7,6.5,9.0,99.9,0,512,8,25,30
4076,13.1,21.7,6.6,9.5,99.9,0,506,8,25,30
4077,13.1,21.9,6.5,8.9,99.8,0,466,8,25,30
4078,,,,8.9,99.9,0,515,8,25,29
4079,12.8,21.8,6.6,9.1,99.9,0,506,8,25,29
4080,12.8,21.7,6.6,8.7,99.9,0,518,8,25,29
4081,12.8,21.9,6.6,8.5,99.9,0,551,8,25,29
4082,12.6,21.9,6.6,8.4,99.9,0,507,8,25,29
4083,,,,8.0,99.9,0,645,8,25,29
4084,12.5,21.7,6.6,7.7,99.9,0,581,8,25,29
4085,12.2,21.7,6.4,7.6,99.7,64,519,8,24,29
4086,12.3,21.9,6.6,8.0,99.9,193,489,8,25,29
4087,12.2,21.9,6.5,8.9,99.9,516,520,8,24,29
4088,12.4,21.9,6.6,10.0,99.9,709,533,8,25,29
4089,12.7,21.9,6.4,11.2,99.1,838,503,8,25,29
4090,12.9,22.2,6.6,12.5,98.6,967,500,8,25,30
4091,13.2,22.4,6.5,13.7,94.0,1032,445,8,25,29
4092,13.8,22.4,6.5,14.7,87.9,1096,439,7,26,30
4093,14.4,22.6,6.4,15.7,86.4,1161,431,7,26,31
4094,14.9,22.6,6.5,16.6,90.1,1225,423,7,26,31
4095,15.4,22.7,6.5,17.7,79.1,1225,423,7,26,31
4096,,,,18.3,84.9,1290,422,7,27,32
4097,16.6,22.9,6.5,19.2,82.1,1290,414,7,27,33
4098,17.1,23.0,6.5,19.9,78.9,1290,428,7,27,33
4099,,,,20.2,82.0,1290,420,7,27,33
4100,17.8,22.8,6.5,20.3,81.3,1290,428,7,28,33
4101,18.0,22.9,6.5,20.0,84.2,838,423,7,28,33
4102,18.2,22.9,6.5,19.3,89.6,709,444,7,27,32
4103,18.2,22.8,6.4,19.0,89.5,645,441,7,28,33
4104,,,,18.4,87.3,516,431,7,28,33
4105,15.9,21.9,6.6,13.6,99.5,0,464,7,26,31
4106,,,,13.5,99.7,0,517,7,27,32
4107,15.6,21.8,6.6,13.7,99.6,0,575,7,26,31
4108,15.6,21.8,6.6,13.3,99.8,0,605,7,26,31
4109,15.5,21.9,6.6,13.1,99.8,0,595,7,26,31
4110,15.5,21.7,6.6,13.3,99.9,0,599,7,26,31
4111,15.3,21.7,6.5,13.3,99.9,0,674,7,26,31
4112,15.3,21.7,6.6,13.2,99.9,0,720,7,26,31
4113,15.3,21.7,6.5,13.1,99.9,0,703,7,26,30
4114,15.1,21.7,6.6,13.0,99.9,0,697,7,26,30
4115,15.1,21.7,6.6,12.8,99.9,0,582,7,26,30
4116,15.1,21.7,6.6,12.5,99.9,0,790,7,26,30
4117,14.8,21.8,6.6,12.4,99.9,0,574,7,26,30
4118,14.8,21.7,6.5,12.3,99.9,0,554,7,25,30
4119,14.9,21.7,6.6,12.5,99.9,0,663,7,26,31
4120,14.8,21.7,6.5,13.1,99.9,0,491,7,25,30
4121,14.9,21.7,6.4,13.2,99.9,0,484,7,25,30
4122,14.8,21.9,6.4,13.0,99.9,0,652,7,25,30
4123,14.9,21.9,6.6,12.9,99.9,0,654,7,26,30
4124,15.0,21.9,6.6,13.1,99.9,0,617,7,26,30
4125,15.0,21.9,6.6,13.1,99.9,0,713,7,25,30
4126,,,,13.1,99.9,0,659,7,26,30
4127,14.9,21.9,6.5,13.0,99.9,193,759,7,25,30
4128,15.4,22.0,6.5,13.0,99.9,322,868,7,25,30
4129,15.1,21.9,6.6,13.3,99.9,580,884,7,26,30
4130,15.1,21.9,6.6,13.9,99.9,709,1014,7,25,30
4131,,,,17.8,99.9,1096,815,7,26,31
4132,16.3,22.6,6.6,18.3,98.2,1188,594,7,26,31
4133,,,,19.1,97.4,1225,485,7,26,31
4134,17.4,22.4,6.5,19.0,94.8,1483,449,7,27,32
4135,17.9,22.5,6.5,19.7,96.1,1612,442,7,27,32
4136,18.4,22.4,6.5,20.2,93.0,1483,426,7,27,33
4137,,,,20.2,93.2,1483,418,7,27,33
4138,19.3,22.6,6.5,20.8,90.3,1548,425,7,28,33
4139,19.6,22.4,6.5,20.7,88.2,1612,416,7,28,33
4140,,,,20.8,89.9,1806,413,7,28,33
4141,20.0,22.3,6.5,20.6,89.1,2193,452,7,28,34
4142,20.2,22.2,6.5,20.6,91.7,1870,438,7,28,33
4143,20.2,22.3,6.5,20.1,93.7,3741,460,7,28,33
4144,20.1,22.1,6.4,19.4,93.4,1612,490,7,27,33
4145,19.9,21.9,6.5,18.5,95.9,645,530,7,27,33
4146,19.8,21.8,6.5,17.8,97.0,0,610,7,27,33
4147,,,,16.8,98.1,64,701,7,27,32
4148,20.1,21.6,6.6,15.7,98.6,0,530,7,27,32
4149,20.0,21.7,6.5,15.0,98.9,0,470,7,27,32
4150,19.8,21.7,6.5,14.5,99.1,0,459,7,26,31
4151,19.6,21.5,6.6,14.0,99.2,0,458,7,26,31
4152,18.7,21.5,6.6,13.8,99.5,0,465,7,26,31
4153,20.1,21.5,6.6,13.5,99.5,0,463,7,26,31
4154,19.9,21.6,6.6,13.4,99.7,0,459,7,26,30
4155,19.7,21.5,6.6,13.2,99.8,0,468,7,26,30
4156,19.5,21.7,6.6,13.0,99.8,0,465,7,26,30
4157,19.5,21.5,6.6,12.9,99.7,0,459,8,25,30
4158,19.3,21.5,6.5,12.8,99.8,0,474,8,25,30
4159,19.2,21.5,6.6,12.6,99.9,0,465,7,25,30
4160,18.4,21.6,6.6,12.2,99.8,0,464,8,25,30
4161,18.4,21.5,6.6,12.0,99.8,0,467,8,25,30
4162,18.2,21.5,6.5,11.9,99.9,0,471,8,25,30
4163,,,,11.8,99.9,0,469,8,25,29
4164,17.0,21.6,6.6,11.6,99.9,0,474,8,25,29
4165,17.6,21.5,6.6,11.4,99.9,0,473,8,25,29
4166,17.6,21.4,6.6,11.2,99.9,0,465,8,24,29
4167,17.5,21.5,6.5,11.1,99.9,0,465,8,25,29
4168,17.3,21.6,6.5,10.7,99.9,0,489,8,25,29
4169,17.3,21.4,6.6,10.5,99.8,0,490,8,25,29
4170,17.1,21.5,6.6,11.0,99.9,193,486,8,24,29
4171,17.1,21.6,6.6,11.8,99.9,322,498,8,24,29
4172,17.4,21.6,6.6,12.8,99.9,580,530,8,25,29
4173,,,,14.0,99.6,709,491,8,25,29
4174,,,,15.2,97.6,903,469,7,25,30
4175,18.3,22.1,6.6,16.6,96.2,967,458,8,25,30
4176,19.2,22.4,6.5,17.7,94.2,1096,441,7,25,30
4177,,,,18.6,93.0,0,433,7,26,31
4178,19.9,22.5,6.5,19.4,91.6,1354,423,7,26,31
4179,,,,20.3,90.0,774,420,7,26,32
4180,20.9,22.6,6.5,20.4,90.9,1354,423,7,26,31
4181,,,,20.9,91.4,1354,430,7,27,32
4182,22.0,22.5,6.5,21.6,91.8,1354,429,7,27,32
4183,22.4,22.5,6.5,21.7,90.5,1419,429,7,27,33
4184,22.8,22.7,6.5,22.0,89.7,1483,420,7,27,32
4185,23.1,22.7,6.3,21.9,93.4,1612,459,7,28,33
4186,23.3,22.7,6.5,21.9,93.4,1935,469,7,28,33
4187,,,,21.6,91.1,2064,493,7,28,33
4188,23.7,22.4,6.5,21.2,93.3,1677,536,7,28,33
4189,23.6,22.2,6.5,20.5,95.3,967,584,7,27,33
4190,23.2,22.1,6.5,19.7,96.2,516,688,7,28,33
4191,,,,18.9,98.0,193,793,7,27,33
4192,22.6,21.9,6.4,17.8,98.3,0,686,7,27,32
4193,21.9,21.9,6.5,16.9,98.6,0,538,7,27,32
4194,21.5,21.8,6.6,16.2,98.9,0,494,7,26,31
4195,21.3,21.9,6.6,15.8,98.9,0,477,7,26,31
4196,,,,15.4,99.4,0,484,7,26,31
4197,20.8,21.5,6.6,15.1,99.8,0,491,7,26,31
4198,,,,15.2,99.9,0,510,7,26,31
4199,20.6,21.5,6.5,15.0,99.9,0,515,7,26,30
4200,,,,15.0,99.9,0,516,7,25,30
4201,20.6,21.7,6.4,15.1,99.9,0,523,7,25,30
4202,20.7,21.7,6.5,15.3,99.9,0,612,7,25,30
4203,20.8,21.7,6.5,15.7,99.6,0,512,8,25,30
4204,21.5,29.9,6.5,15.7,99.9,0,466,6,29,35
4205,21.1,31.8,6.5,15.7,99.9,0,441,6,30,36
4206,21.2,30.9,6.6,15.5,99.9,0,484,6,30,37
4207,21.4,30.3,6.6,15.3,99.9,0,472,6,31,37
4208,21.7,29.7,6.6,14.6,99.9,0,460,6,31,37
4209,,,,14.5,99.9,0,455,6,30,37
4210,22.0,29.2,6.6,14.1,99.9,0,456,6,30,37
4211,22.1,29.0,6.6,14.0,99.9,0,459,6,30,36
4212,22.3,28.7,6.6,13.9,99.9,0,468,6,30,36
4213,22.4,28.5,6.6,13.8,99.9,0,462,6,29,35
4214,22.4,28.4,6.6,13.5,99.9,0,464,6,29,35
4215,22.6,28.3,6.6,13.7,99.9,64,464,6,29,35
4216,,,,13.9,99.9,258,464,6,29,35
4217,23.6,28.1,6.6,14.3,99.9,516,519,6,29,35
4218,23.9,28.1,6.6,14.7,99.9,645,569,6,29,35
4219,24.3,28.2,6.6,15.5,99.6,838,510,6,29,35
4220,24.9,28.4,6.4,15.9,98.6,774,480,6,29,35
4221,25.5,28.4,6.6,17.0,97.6,1161,476,6,29,35
4222,26.0,28.3,6.6,18.0,96.8,1225,456,6,30,36
4223,26.7,28.4,6.6,18.7,96.4,1290,446,6,30,36
4224,27.3,28.3,6.6,19.3,94.0,1354,432,6,31,37
4225,,,,19.9,90.3,1419,426,6,30,37
4226,28.6,28.4,6.6,20.0,92.2,1419,418,6,30,37
4227,,,,20.5,93.0,1483,430,6,31,37
4228,29.4,28.0,6.4,21.0,90.7,967,418,6,31,37
4229,29.8,27.8,6.5,21.3,89.9,1548,433,6,31,38
4230,30.3,27.8,6.6,21.3,79.7,1677,433,6,31,37
4231,30.5,27.5,6.5,21.4,91.7,1806,436,6,31,37
4232,,,,21.3,93.4,1870,507,6,31,37
4233,,,,20.9,92.8,1483,452,6,31,37
4234,31.0,27.0,6.5,20.7,94.5,967,495,6,30,37
4235,31.1,26.9,6.4,20.0,95.4,645,483,6,31,37
4236,31.1,26.9,6.5,19.2,96.7,322,521,6,30,37
4237,,,,18.2,97.8,129,562,6,29,35
4238,30.9,26.3,6.4,17.2,97.8,0,502,6,30,36
4239,30.7,26.1,6.5,16.4,97.4,0,470,6,29,35
4240,30.4,26.0,6.6,15.8,97.9,0,461,6,29,35
4241,30.4,26.1,6.6,15.4,98.6,0,469,6,29,35
4242,30.2,25.8,6.6,14.9,98.3,0,472,7,29,34
4243,30.1,25.8,6.6,14.5,98.2,0,459,7,28,34
4244,29.7,25.7,6.6,14.2,97.7,0,454,7,28,34
4245,,,,13.9,98.2,0,453,7,28,34
4246,29.5,25.5,6.6,13.7,98.8,0,459,7,28,33
4247,29.4,25.6,6.5,13.8,98.8,0,466,7,28,33
4248,,,,14.2,99.1,0,489,7,28,33
4249,,,,13.7,98.6,0,466,7,27,33
4250,29.4,25.5,6.6,13.4,99.3,0,467,7,28,33
4251,29.2,25.5,6.6,13.3,98.8,0,461,7,27,32
4252,29.1,25.5,6.5,13.4,98.7,0,474,7,27,33
4253,29.2,25.5,6.6,13.0,98.5,0,471,7,27,33
4254,29.6,25.4,6.6,13.3,99.7,0,485,7,27,33
4255,,,,13.3,99.3,0,473,7,27,32
4256,,,,12.8,99.6,0,478,7,27,32
4257,30.2,25.6,6.5,12.6,99.6,0,474,7,27,32
4258,29.7,25.1,6.6,12.3,99.8,0,475,7,27,32
4259,29.6,25.1,6.6,12.2,99.9,0,471,7,27,32
4260,29.7,25.2,6.6,12.4,99.9,0,468,7,27,32
4261,29.5,25.1,6.6,12.5,99.9,0,471,7,27,32
4262,29.6,25.1,6.5,12.7,99.6,0,480,7,26,32
4263,29.6,25.1,6.4,13.0,99.7,193,516,7,27,32
4264,30.0,25.5,6.6,13.6,99.9,387,535,7,27,32
4265,30.1,25.3,6.6,14.4,98.1,516,560,7,27,32
4266,30.4,25.4,6.6,15.9,96.8,903,484,7,27,33
4267,30.6,25.4,6.4,16.1,97.6,967,464,7,27,33
4268,30.9,25.5,6.5,17.1,96.4,1548,469,7,28,33
4269,,,,18.0,94.5,1806,476,7,28,34
4270,31.7,25.6,6.6,18.5,95.5,1870,467,7,28,34
4271,32.0,25.6,6.6,18.7,94.3,1677,434,7,28,34
4272,32.3,25.8,6.4,19.8,88.5,1677,423,7,28,34
4273,32.5,25.8,6.5,19.9,84.3,1806,417,7,28,34
4274,32.9,25.5,6.5,20.7,88.0,1999,418,6,29,35
4275,33.4,25.5,6.5,20.5,85.2,1741,401,6,29,34
4276,,,,21.0,84.5,1999,405,7,28,34
4277,33.7,25.5,6.5,21.3,80.7,2193,403,6,29,35
4278,34.0,25.2,6.5,20.4,83.8,1096,406,6,29,35
4279,34.1,25.1,6.5,19.9,92.8,1225,416,6,29,35
4280,33.8,25.1,6.5,19.2,93.4,838,436,6,29,34
4281,33.8,24.9,6.5,18.7,95.7,516,477,6,29,34
4282,33.9,24.8,6.4,17.9,97.2,193,498,7,29,34
4283,,,,17.2,98.2,0,557,7,26,31
4284,33.9,24.7,6.5,17.0,98.4,0,551,7,26,30
4285,33.8,24.4,6.5,16.8,98.3,0,514,7,26,30
4286,33.7,24.4,6.5,16.3,97.9,0,475,7,26,31
4287,,,,16.0,98.3,0,478,7,25,30
4288,33.5,24.3,6.5,15.6,98.4,0,472,7,25,30
4289,33.4,24.3,6.4,15.3,98.9,0,494,8,25,30
4290,33.2,24.2,6.4,15.3,98.9,0,466,8,25,30
4291,33.3,24.1,6.5,15.0,99.2,0,487,8,25,29
4292,33.3,24.1,6.6,14.7,99.1,0,467,8,25,30
4293,33.1,24.2,6.6,14.3,99.3,0,483,8,25,30
4294,,,,14.0,99.4,0,459,8,25,30
4295,32.9,24.1,6.5,13.7,99.6,0,465,8,25,29
4296,32.7,24.1,6.6,13.6,99.7,0,476,8,25,29
4297,32.9,24.0,6.5,13.3,99.8,0,471,8,24,28
4298,32.8,24.1,6.6,13.0,99.6,0,467,8,25,29
4299,32.8,23.9,6.6,13.0,99.8,0,472,8,24,29
4300,32.6,23.9,6.6,12.9,99.9,0,463,8,24,29
4301,,,,13.0,99.9,0,451,8,24,29
4302,,,,12.9,99.9,0,455,8,24,28
4303,32.4,24.2,6.5,12.7,99.9,0,458,8,24,29
4304,32.3,24.0,6.6,12.5,99.9,0,467,8,24,29
4305,32.2,23.9,6.6,12.4,99.9,0,474,8,24,29
4306,32.1,23.9,6.5,12.4,99.9,0,470,8,24,29
4307,32.2,23.9,6.6,12.3,99.9,0,465,8,24,29
4308,31.9,24.0,6.6,13.0,99.9,322,486,8,24,29
4309,32.1,24.1,6.6,14.3,99.9,645,483,8,24,28
4310,32.2,24.2,6.6,14.8,98.9,709,484,8,25,29
4311,,,,15.1,98.5,580,480,8,25,29
4312,32.5,24.2,6.6,15.6,98.3,838,469,8,25,29
4313,,,,16.7,97.1,967,461,8,25,29
4314,32.9,24.6,6.4,17.9,95.4,1290,427,8,25,30
4315,33.2,24.6,6.5,18.7,92.7,1290,411,8,25,30
4316,33.4,24.4,6.4,19.3,88.7,1354,404,7,25,30
4317,33.8,24.4,6.4,19.1,88.6,967,400,7,25,30
4318,33.8,24.3,6.5,19.4,85.4,0,401,7,26,30
4319,,,,17.3,85.8,64,427,8,25,30
4320,33.8,23.9,6.6,15.7,98.2,64,416,7,26,30
4321,33.5,24.4,6.5,15.3,99.4,0,417,7,26,31
4322,,,,15.3,99.9,64,417,7,28,34
4323,33.6,28.1,6.6,15.2,99.9,129,420,6,30,36
4324,,,,15.1,99.9,193,424,6,31,37
4325,33.4,28.3,6.6,15.6,99.9,645,414,6,31,37
4326,33.4,28.3,6.5,15.8,99.9,838,418,6,30,36
4327,33.3,28.0,6.6,15.7,99.9,580,414,6,31,37
4328,33.8,27.9,6.6,15.5,99.9,193,456,6,30,36
4329,33.3,28.0,6.5,15.3,99.9,0,491,6,30,36
4330,33.3,27.6,6.5,15.0,99.9,0,484,6,30,36
4331,33.5,27.5,6.4,14.4,99.9,0,446,6,30,36
4332,33.4,27.3,6.5,13.9,99.8,0,448,6,29,35
4333,,,,13.6,99.9,0,447,6,29,35
4334,33.1,27.3,6.5,13.4,99.9,0,451,6,29,35
4335,,,,12.9,99.6,0,446,7,29,34
4336,32.9,26.3,6.6,12.6,99.6,0,443,7,28,34
4337,32.9,26.5,6.5,12.5,99.9,0,449,7,28,34
4338,32.6,26.2,6.5,12.0,99.6,0,444,7,28,34
4339,32.6,26.2,6.6,12.1,99.7,0,436,7,28,33
4340,,,,12.4,99.9,0,448,7,28,33
4341,32.2,26.1,6.6,12.5,99.9,0,458,7,28,33
4342,32.4,26.1,6.6,12.6,99.9,0,454,7,28,33
4343,32.4,25.9,6.6,12.7,99.9,0,455,7,28,33
4344,32.3,25.8,6.6,12.7,99.9,0,450,7,28,33
4345,32.3,25.9,6.6,12.6,99.9,0,443,7,28,33
4346,32.3,26.1,6.6,12.7,99.9,0,454,7,28,33
4347,32.2,25.7,6.6,12.9,99.9,0,457,7,27,33
4348,32.3,25.7,6.6,12.8,99.9,0,456,7,27,33
4349,32.2,25.7,6.6,12.5,99.9,0,456,7,27,32
4350,32.1,25.8,6.6,12.6,99.9,0,452,7,27,32
4351,31.8,25.8,6.5,12.6,99.9,0,461,7,27,32
4352,32.1,25.6,6.6,12.8,99.9,0,467,7,27,32
4353,32.0,25.7,6.6,12.9,99.9,64,469,7,27,33
4354,31.9,25.7,6.6,13.1,99.9,193,489,7,27,33
4355,31.7,25.6,6.6,13.3,99.9,258,485,7,27,33
4356,,,,13.5,99.9,451,476,7,27,33
4357,32.0,25.6,6.6,13.8,99.9,645,475,7,27,32
4358,32.1,25.8,6.6,14.5,99.9,903,460,7,27,33
4359,32.1,25.8,6.6,14.9,99.2,1096,458,7,27,33
4360,32.3,25.8,6.6,16.0,98.3,1419,439,7,27,33
4361,32.3,25.8,6.6,16.1,96.6,1741,421,7,27,33
4362,,,,17.3,93.8,1999,414,7,28,34
4363,32.9,25.9,6.6,18.1,92.5,1483,407,7,28,34
4364,33.3,26.1,6.5,18.3,94.0,1999,407,7,28,33
4365,33.5,25.9,6.5,18.0,90.0,1161,415,7,28,34
4366,33.6,25.6,6.6,17.9,95.4,1290,407,7,28,34
4367,33.7,25.8,6.6,18.0,95.3,1483,402,7,28,33
4368,33.6,25.4,6.6,17.8,95.3,1419,406,7,28,34
4369,33.7,25.6,6.5,18.4,93.8,1677,409,7,28,34
4370,33.8,25.4,6.6,18.6,95.1,1290,416,7,28,33
4371,33.9,25.2,6.5,18.1,96.4,0,421,7,28,34
4372,33.9,25.2,6.6,17.7,95.7,709,447,7,28,34
4373,33.8,25.2,6.5,17.2,96.0,322,462,7,28,34
4374,33.8,24.8,6.6,16.4,98.1,193,448,6,29,34
4375,33.8,24.8,6.6,15.9,99.1,0,498,7,28,33
4376,,,,14.8,98.8,0,451,7,27,33
4377,33.2,24.5,6.6,14.5,99.6,0,456,7,28,33
4378,33.0,24.6,6.6,14.5,99.6,0,460,7,27,33
4379,32.9,24.5,6.6,14.2,99.1,0,452,7,27,33
4380,33.0,24.6,6.5,13.8,99.7,0,455,7,27,32
4381,,,,13.9,99.9,0,462,7,27,32
4382,32.6,24.5,6.5,13.6,99.8,0,459,7,27,32
4383,32.6,24.5,6.6,13.7,99.7,0,459,7,27,32
4384,32.3,24.6,6.6,14.0,99.4,0,470,7,27,32
4385,32.5,24.5,6.5,14.0,98.7,0,436,7,27,32
4386,32.4,24.4,6.6,13.9,98.9,0,450,7,27,32
4387,32.3,24.5,6.6,13.7,99.3,0,458,7,27,32
4388,32.2,24.4,6.5,13.3,99.2,0,444,7,27,32
4389,32.3,24.5,6.6,13.1,99.2,0,440,7,27,32
4390,32.2,24.2,6.6,13.0,99.2,0,435,7,27,32
4391,,,,12.8,99.1,0,433,7,27,32
4392,32.1,24.1,6.6,12.5,98.8,0,431,7,26,32
4393,,,,12.2,99.4,0,433,7,26,31
4394,31.9,24.1,6.5,12.3,99.9,0,437,7,26,31
4395,,,,12.6,98.7,0,429,7,26,31
4396,31.8,24.4,6.6,12.5,98.9,0,429,7,26,31
4397,31.8,24.3,6.5,12.4,99.4,0,440,7,26,31
4398,,,,12.3,99.0,0,440,7,26,31
4399,,,,12.5,99.3,129,436,7,26,31
4400,,,,12.8,99.8,258,451,7,26,31
4401,31.7,24.2,6.6,13.3,99.9,451,479,7,26,31
4402,31.7,24.4,6.5,13.7,98.5,709,445,7,26,31
4403,,,,14.1,98.4,838,424,7,26,31
4404,31.8,24.5,6.6,14.6,98.1,967,432,7,26,32
4405,32.2,24.4,6.6,15.4,97.5,1290,425,7,27,32
4406,32.4,24.5,6.6,15.5,92.6,1354,407,7,27,32
4407,32.5,24.6,6.6,15.8,91.0,1612,404,7,26,31
4408,32.4,24.4,6.6,16.3,91.5,1741,414,7,27,32
4409,,,,17.2,85.3,1612,410,7,27,32
4410,,,,17.5,93.8,1741,402,7,27,32
4411,33.3,24.5,6.6,18.0,94.0,1999,406,7,27,33
4412,33.2,24.4,6.6,18.5,91.9,1935,405,7,27,33
4413,33.6,24.5,6.5,18.5,91.1,1870,401,7,27,33
4414,,,,18.5,89.0,1806,400,7,27,33
4415,,,,18.5,92.3,2709,406,7,28,33
4416,33.7,24.2,6.6,18.6,95.2,1354,407,7,28,33
4417,,,,18.1,95.1,903,420,7,27,33
4418,34.0,24.0,6.5,17.7,92.6,645,420,7,27,33
4419,34.0,24.1,6.6,17.2,97.3,193,420,7,27,33
4420,,,,16.8,98.2,193,445,7,27,33
4421,,,,16.5,98.6,129,501,7,27,33
4422,33.8,23.8,6.6,15.4,98.7,0,471,7,27,32
4423,,,,14.8,99.6,0,451,7,27,32
4424,33.6,23.8,6.6,14.5,99.7,0,447,7,27,32
4425,32.9,23.5,6.6,14.2,99.9,0,441,7,27,32
4426,,,,13.7,99.7,0,443,7,27,32
4427,32.8,23.6,6.6,13.4,99.8,0,443,7,26,31
4428,32.8,23.4,6.6,13.2,99.9,0,443,7,27,32
4429,32.5,23.4,6.7,12.7,99.9,0,441,7,26,32
4430,32.4,23.7,6.6,12.3,99.6,0,441,7,26,31
4431,31.9,23.5,6.6,12.3,99.9,0,442,7,26,31
4432,31.9,23.6,6.7,12.1,99.9,0,441,7,26,31
